"option","ตัวเลือก",
"orange","สีส้ม",
"ORB",,"Object Request Broker"
"ordinal number","เลขแสดงลำดับ",
"ORG","ORG","Non-Profit Organizations (Domain name) [Internet]"
"organize","จัดระเบียบ, จัดงาน",
"organizer","เครื่องมือจัดระเบียบ",
"orientation","การวางแนว, แนวกระดาษ (ในหัวข้อการวางแนวกระดาษ)",
"origin","แหล่งที่มา, ต้นกำเนิด",
"original","ดั้งเดิม, ต้นฉบับ, เดิม",
"orphan","บรรทัดค้างต้นย่อหน้า, ทิ้งให้กำพร้า, กำพร้า",
"OS","ระบบปฏิบัติการ","Operating System"
"outbox","กล่องจดหมายออก",
"outline","เค้าโครง",
"output","เอาต์พุต, การแสดงผล, แสดงผล, ผลลัพธ์",
"outset",,
"overflow","ล้น",
"overhead","(เครื่องฉายภาพ)ข้ามศีรษะ, โสหุ้ย",
"overlap","เหลื่อมกัน",
"overlay",,
"overview","ภาพรวม",
"overwrite","เขียนทับ, บันทึกทับ",
"owner","เจ้าของ",
"ownership","ความเป็นเจ้าของ",
"pack","หีบห่อ, บรรจุ",
"package","แพกเกจ, ชุดสำเร็จรูป","ชุดที่รวมข้อมูล (โปรแกรม, ข้อมูล, เอกสาร) ของสิ่งที่เกี่ยวข้องไว้ด้วยกัน"
"packager","ผู้สร้างแพกเกจ",
"packet","แพ็กเก็ต",
"padding",,
"page","หน้ากระดาษ, เว็บเพจ",
"page break","ตัวแบ่งหน้ากระดาษ",
"pager",,
"page setup","ตั้งค่าหน้ากระดาษ",
"page size","ขนาดกระดาษ",
"pagination",,
"paint","วาดภาพ, ระบายสี",
"painting","การวาดภาพ, การระบายสี",
"Pakistan","ปากีสถาน","สาธารณรัฐอิสลามปากีสถาน (Islamic Republic of Pakistan)"
"pale","ซีด, จาง",
"palette","จานสี",
"Panama","ปานามา","สาธารณรัฐปานามา (Republic of Panama)"
"panel","พาเนล","แถบด้านล่างของหน้าจอ"
"panelize",,
"Papua New Guinea","ปาปัวนิวกินี",
"paragraph","ย่อหน้า",
"Paraguay","ปารากวัย","ชื่อประเทศในทวีปอเมริกาใต้, สาธารณรัฐปารากวัย (Republic of Paraguay)"
"parallel","ขนาน",
"parallelogram","สี่เหลี่ยมด้านขนาน",
"parameter","พารามิเตอร์",
"parcel",,
"parent",,
"parse","แจง",
"participant","ผู้มีส่วนร่วม",
"partition","พาร์ทิชัน",
"Pascal","ปาสคาล",
"pass-through",,
"password","รหัสผ่าน",
"paste","แปะ",
"patch","แพตช์",
"path","พาธ, ทาง, เส้นทาง",
"pattern","รูปแบบ, แพตเทิร์น, ลวดลาย",
"pause","หยุดชั่วคราว, หยุดชั่วขณะ,  พัก",
"PCI",,"Peripheral Component Interconnect"
"PCM",,"Personal Computer Manufacturer, Printer Cartridge Metric [HP], Pulse Code Modulation"
"PCMCIA",,"Personal Computer Memory Card International Association"
"PCS",,"Patchable Control Store, Personal Communication Services/System, Personal Conferencing Specification, Planning Control Sheet, Print Contrast Signal, Process Control Systems, Program Counter Store, Project Control System"
"PDF",,"Package Definition File, Portable Document Format, Portable Document File, Processor Defined Function, Program Development Facility"
"pearson correlation",,
"peer-to-peer",,
"PEM",,"Privacy-Enhanced Mail [Internet]"
"Penang","ปีนัง","ชื่อรัฐในประเทศมาเลเซีย"
"pending","ยังคงค้างอยู่, ในระหว่าง",
"pentagon","รูปห้าเหลี่ยม",
"percent","ร้อยละ, เปอร์เซ็นต์",
"percentage","อัตราร้อยละ, จำนวนร้อยละ",
"performance","สมรรถนะ, ประสิทธิภาพ",
"period",,
"peripheral","อุปกรณ์รอบข้าง",
"Perl","เพิร์ล",
"Perlis","ปะลิส","ชื่อรัฐในประเทศมาเลเซีย"
"permission","การอนุญาต, ความยินยอม, สิทธิ์ที่อนุญาต, การกำหนดสิทธิ์",
"personal","ส่วนบุคคล",
"personalization",,
"perspective",,
"Peru","เปรู","สาธารณรัฐเปรู (Republic of Peru)"
"PGP",,"Pretty Good Privacy (name of encryption program)"
"Phnom Penh","พนมเปญ","เมืองหลวงของราชอาณาจักรกัมพูชา"
"phone","โทรศัพท์",
"phonebook","สมุดโทรศัพท์",
"phonetic","เกี่ยวกับการออกเสียง",
"photograph","ภาพถ่าย, ถ่ายภาพ",
"Photo","ภาพถ่าย, รูปถ่าย",
"physical memory",,
"pica",,
"picture","รูปภาพ, ภาพ",
"pie",,
"pilot","นำทาง, นำร่อง",
"pilot device","อุปกรณ์นำทาง",
"pinch",,
"ping","ปิง",
"pink","สีชมพู",
"pipe","ไปป์",
"pitch",,
"pixel","พิกเซล",
"pixmap",,
"placeholder",,
"placement","การจัดวาง",
"plain","ธรรมดา",
"platform","แพลตฟอร์ม",
"playback","การเล่น (แผ่นเสียง), เล่น",
"player","ผู้เล่น, เครื่องเล่น",
"playlist","รายการการเล่น, รายการเพลง",
"plot",,
"Personal Information Manager","โปรแกรมบริหารข้อมูลส่วนบุคคล","PIM"
"point","จุด, แต้ม, พอยนต์ (ขนาดฟอนต์/ความยาว)",
"pointer","ตัวชี้",
"poisson distribution","การแจกแจงปัวซง",
"Poland","โปแลนด์","ชื่อประเทศในทวีปยุโรป, สาธารณรัฐโปแลนด์ (Republic of Poland)"
"polar","เชิงขั้ว",
"policy","นโยบาย, หลักการ, ข้อกำหนด",
"poll","การหยั่งเสียง, วนถาม",
"polygonize",,
"polygon","รูปหลายเหลี่ยม",
"polyline","เส้นหลายท่อน",
"polynomial","พหุนาม",
"pooled variance",,
"popdown",,
"popup","ผุดขึ้น",
"popup menu","เมนูผุดขึ้น",
"port","พอร์ต",
"portmapper",,
"portrait","แนวตั้ง",
"Portugal","โปรตุเกส","ชื่อประเทศในทวีปยุโรป, สาธารณรัฐโปรตุเกส (Republic of Portugal)"
"position","ตำแหน่ง",
"positioning","การวางตำแหน่ง",
"post","แปะประกาศ",
"posterize",,
"post processor",,
"postscript","โพสต์สคริปต์",
"power management","การจัดการการใช้พลังงาน",
"PPP",,"Point-to-Point Protocol [Internet]"
"precedent","ก่อนหน้า",
"precision","ความเที่ยง (การวัด), ความละเอียด (ทศนิยม), จำนวนจุดทศนิยม",
"precommand",,
"Pre-depend",,
"preference","การกำหนดรายละเอียด, การปรับแต่ง, ค่าปรับแต่ง",
"preformatted",,
"secondary colors","สีทุติยภูมิ",
"preprocessor",,
"presentation","งานนำเสนอ, การนำเสนอ",
"preset","ที่กำหนดไว้, ค่าสำเร็จ","syn. predefined, predetermined"
"preview","ดูตัวอย่าง, แสดงตัวอย่าง",
"primary colors","สีปฐมภูมิ, แม่สี",
"print","พิมพ์",
"print screen",,
"printer","เครื่องพิมพ์",
"printout","สิ่งพิมพ์ออก",
"priority","ระดับความสำคัญ, ลำดับความสำคัญ",
"privacy","ความเป็นส่วนตัว",
"private","ส่วนตัว, ส่วนบุคคล",
"private key","กุญแจส่วนตัว",
"probe","ตรวจสอบ, สืบค้น, การสืบค้น",
"procedure","กระบวนการ, ขั้นตอน",
"process","กระบวนการ, ดำเนินการ, ประมวล(ผล),  โพรเซส (ยูนิกซ์)",
"processor","ตัวประมวลผล",
"procrastinate","หน่วงเหนี่ยว, ผัด",
"prodigy","สิ่งมหัศจรรย์",
"product","ผลิตภัณฑ์",
"productive","ที่ก่อให้เกิดผล",
"productivity","ผลิตภาพ",
"profile","โพรไฟล์, ประวัติย่อ",
"profiler",,
"program","โปรแกรม",
"progress","ความคืบหน้า",
"progress bar","แถบบอกความคืบหน้า",
"project","โครงการ",
"prompt","พรอมต์, ถาม",
"propagation","การเผยแพร่, การแพร่กระจาย",
"property","คุณสมบัติ",
"proportional","สมส่วน, ได้สัดส่วน",
"proportional font",,
"accuracy","ความแม่น (การวัด)",
"protected","มีการป้องกัน",
"protection","การป้องกัน",
"protocol","โพรโทคอล, เกณฑ์วิธี",
"provider","ผู้จัดหา, ผู้ให้บริการ",
"proxy","พร็อกซี",
"precedence","ลำดับก่อนหลัง",
"public","สาธารณะ",
"publication","การประกาศ, สิ่งตีพิมพ์",
"public key","กุญแจสาธารณะ",
"publish","ประกาศ, ลงข่าว, ตีพิมพ์",
"publisher","ผู้จัดพิมพ์, ผู้ตีพิมพ์, ผู้เผยแพร่",
"punctuation","เครื่องหมายวรรคตอน",
"purge","ลบทิ้ง, ล้าง",
"purple","สีม่วง",
"push button","ปุ่มกด",
"pushpin",,
"puzzle","ปริศนา",
"pyramid","พีระมิด",
"python",,
"Qatar","กาตาร์","รัฐกาตาร์ (State of Qatar)"
"quad",,
"quadrant",,
"quality","คุณภาพ",
"quarter",,
"quartz","ควอทซ์",
"Queensland","ควีนส์แลนด์","ชื่อรัฐในประเทศออสเตรเลีย"
"query","ข้อคำถาม, สอบถาม (กริยา)",
"question","คำถาม",
"queue","คิว, ลำดับ, เข้าคิว",
"quit","เลิก, ออกจากโปรแกรม, ออก",
"quota","โควตา",
"quote","ยกคำพูด, อ้างคำพูด, คัดลอกข้อความ",
"radar","เรดาร์",
"radial",,
"radio","วิทยุ",
"radio button",,
"radio-tuner",,
"radius","รัศมี",
"rainbow","สายรุ้ง",
"rainfall","ปริมาณน้ำฝน",
"raise","ยกขึ้น, ยกระดับ, เลื่อนขึ้น, กระตุ้น",
"RAM","แรม","Random Access Memory"
"ramp","ทางลาด",
"random","สุ่ม",
"range","ช่วง",
"rank","ตำแหน่ง, ยศ, แถว",
"raster","แรสเตอร์",
"rate","อัตรา",
"rating",,
"ratio","อัตราส่วน",
"raw data","ข้อมูลดิบ",
"raw memory",,
"reachable","ซึ่งเข้าถึงได้",
"read","อ่าน",
"readable","อ่านได้",
"re-add","เพิ่มซ้ำ",
"read-only","อ่านอย่างเดียว",
"read out",,
"read-write",,
"ready","พร้อม",
"realm",,
"real memory",,
"real path",,
"realtime",,
"reanalyzing","กำลังวิเคราะห์อีกครั้ง",
"reapply","ใช้ซ้ำ",
"rearrange","จัดเรียงใหม่",
"reboot","รีบูต, เริ่มระบบใหม่","ปิดและเปิดระบบใหม่"
"recalculate","คำนวณใหม่",
"recall","เรียกคืน, เรียกกลับคืน, การเรียกคืน",
"receipt","ใบเสร็จรับเงิน",
"receive","ได้รับ",
"recent","ล่าสุด, เร็วๆ นี้",
"receptivity",,
"recipient","ผู้รับ",
"recolor","แต่งสีใหม่",
"recommend","แนะนำ, รับรอง",
"recommendation","คำแนะนำ, หนังสือรับรอง",
"reconcile",,
"reconnect","ติดต่อใหม่",
"reconversion","การแปลงใหม่",
"record","บันทึก, ระเบียน",
"recover","กู้คืน",
"recreate","สร้างใหม่",
"recreation","การสร้างใหม่",
"rectangle","สี่เหลี่ยมผืนผ้า",
"recur","เกิดขึ้นอีก",
"recurrence","การกลับมาใหม่, การเกิดขึ้นใหม่",
"recursion","การเรียกซ้ำตัวเอง",
"recursive",,
"red","แดง",
"redial","เรียกหมายเลขซ้ำ",
"redisplay","เรียกแสดงใหม่",
"redo","ทำซ้ำ",
"reduce","ลดลง, ย่อขนาด",
"reference","อ้างอิง, แหล่งอ้างอิง, เอกสารอ้างอิง",
"referrer","ผู้อ้างถึง",
"refined","สละสลวย, ละเอียดลออ",
"reflect","สะท้อนกลับ",
"reflection","การสะท้อนกลับ",
"refresh","รีเฟรช, เรียกใหม่, แสดงผล (ข้อมูล) ใหม่",
"region","ภูมิภาค, แถบ, ย่าน",
"register","เรจิสเตอร์, ลงทะเบียน",
"registry","การลงทะเบียน",
"regression analysis",,
"regroup","จัดกลุ่มใหม่",
"regular","ปกติ, ธรรมดา",
"regulate","ควบคุม, จัดระเบียบ",
"rehearse","ซ้อม",
"reissue","ออกใหม่, ตีพิมพ์ใหม่, ผลิตใหม่",
"reject","ปฏิเสธ, ไม่ยอมรับ",
"related","ที่สัมพันธ์กัน",
"relation","ความสัมพันธ์, ความเกี่ยวข้อง",
"relationship","ความสัมพันธ์",
"relative","สัมพันธ์",
"relay","ถ่ายทอด, การถ่ายทอด",
"release","รีลีส",
"relief","นูน",
"reload","เรียก (ข้อมูล) ใหม่",
"remember","จำ, จดจำ",
"reminder","ตัวเตือน, เตือนความจำ",
"remote","ไกล, ห่าง, (เครื่อง) ฝั่งโน้น, -ระยะไกล",
"removable","เคลื่อนย้ายได้",
"remove","ลบ, เอาออก",
"rename","เปลี่ยนชื่อ",
"rendering",,
"reorder","การจัดลำดับใหม่, จัดลำดับใหม่",
"repaginate","ใส่เลขหน้าใหม่, แบ่งหน้าใหม่",
"repair","ซ่อมแซม",
"repeat","ทำซ้ำ",
"repeat keys","การกดแป้นซ้ำ",
"repetition","การเกิดซ้ำ, การทำซ้ำ",
"replace","แทนที่",
"replacement","การแทนที่",
"replica","สำเนา, แบบจำลอง",
"replicable","จำลองแบบได้",
"replication","การจำลองแบบ",
"reply","ตอบกลับ",
"report","รายงาน",
"repository","คลัง",
"requery",,
"request","ร้องขอ",
"require","ต้องการ, เรียกร้อง, เรียกหา",
"required","ที่ต้องการ, ที่จำเป็น",
"requirement","ความต้องการ",
"rescan",,
"reschedule","จัดตารางเวลาใหม่",
"rescue","กู้ระบบ",
"resend","ส่งใหม่",
"reserved","ที่สงวนไว้",
"reset","ตั้งค่าใหม่, กลับค่าเดิม",
"reshape","เปลี่ยนรูปร่างใหม่, ปรับรูปร่างใหม่",
"resident","ผู้พักอาศัย",
"resident memory",,
"residual","ซึ่งเหลืออยู่, สิ่งที่เหลืออยู่",
"resize","ปรับขนาด",
"resolution","ความละเอียด",
"resolve","แก้ไข",
"resource","ทรัพยากร",
"respond","ตอบรับ, ตอบสนอง",
"response","การตอบสนอง",
"responsibility","ความรับผิดชอบ",
"responsible","มีความรับผิดชอบ, เชื่อถือได้",
"restart","เริ่มใหม่, เริ่มทำงานใหม่",
"restore","เรียกคืน, คืนค่า, คืนขนาดเดิม, คืนสภาพ",
"restricted","ถูกจำกัด",
"restriction","ข้อจำกัด",
"result","ผลลัพธ์, ผลที่ได้",
"resume","เริ่มต้นทำงานใหม่, กลับทำงานใหม่",
"resummarize","สรุปใหม่",
"retrieve","กู้คืน, เรียกกลับคืน",
"retry","ลองใหม่",
"return","กลับคืน",
"reverse","ตรงกันข้าม",
"revert","แปลงกลับ, คืนกลับ",
"review","ทบทวน, ตรวจทาน",
"revision","การแก้ไขใหม่",
"revoked","เพิกถอน, ยกเลิก",
"rewind","กรอกลับ, ย้อนกลับ",
"RGB",,"red, green, blue"
"ridge","แนว, สัน",
"right","ขวา, ด้านขวา",
"RightArrow","ลูกศรขวา",
"right-auxiliary","อุปกรณ์เสริม",
"right-channel","ช่องสัญญาณด้านขวา",
"right-internalspeaker","ลำโพงภายในด้านขวา",
"right-jack","แจ็คด้านขวา",
"right-microphone","ไมโครโฟนด้านขวา",
"ring","วงแหวน",
"rip",,
"risk","ความเสี่ยง, เสี่ยง",
"roaming","การใช้งานอินเทอร์เน็ตต่างถิ่น, การใช้งานอินเทอร์เน็ตข้ามเขต",
"role","หน้าที่, บทบาท",
"Roman","โรมัน",
"Romania","โรมาเนีย",
"root","ผู้ใช้อภิสิทธิ์",
"root directory",,
"root window",,
"rotate","หมุน",
"round","กลม",
"route","เส้นทาง, กำหนดเส้นทาง",
"router",,
"routing",,
"row","แถว",
"RPM",,"Revolutions Per Minute"
"RPM package",,
"ruby","สีแดงทับทิม",
"rule","กฎ",
"ruler","ไม้บรรทัด",
"run","เรียกโปรแกรมทำงาน, เรียกทำงาน, เรียกใช้งานโปรแกรม",
"run-in",,
"Russia","รัสเซีย","ชื่อประเทศในยุโรปตะวันออก, สหพันธรัฐรัสเซีย (Russian Federation)"
"RW",,
"Rwanda","รวันดา","สาธารณรัฐรวันดา (Republic of Rwanda)"
"salutation","คำขึ้นต้นจดหมาย",
"Samoa","ซามัว","รัฐเอกราชซามัว (Independent State of Samoa)"
"sampling","การสุ่มตัวอย่าง",
"sandbox","กระบะทราย",
"sandstone","หินทราย",
"San Marino","ซานมารีโน","สาธารณรัฐซานมารีโน (Republic of San Marino)"
"Sarawak","ซาราวัก","ชื่อรัฐในประเทศมาเลเซีย"
"saturation","ความอิ่มสี, ความอิ่มตัวของสี, ความเข้มของสี",
"Saudi Arabia","ซาอุดีอาระเบีย","ราชอาณาจักรซาอุดีอาระเบีย (The Kingdom of Saudi Arabia)"
"save","บันทึก",
"save as","บันทึกเป็น",
"scalable","ปรับขนาดได้",
"scalar",,
"scale","มาตราส่วน, ปรับขนาด",
"scan","ตรวจข้อมูล",
"scandisk","การตรวจสอบดิสก์",
"scanner","สแกนเนอร์, เครื่องกราดตรวจ, เครื่องกราดภาพ",
"scatter",,
"scenario",,
"schedule","ตารางเวลา, ทำตารางเวลา",
"scheduler",,
"schema","แผนผัง, แบบแผน",
"science","วิทยาศาสตร์",
"scientific","ทางวิทยาศาสตร์",
"scope","ขอบเขต",
"score","คะแนน, แต้ม",
"screen","หน้าจอ",
"screen saver","โปรแกรมรักษาหน้าจอ",
"screenshot","ภาพหน้าจอ","ภาพที่จับจากหน้าจอ"
"scribble","การเขียนแบบหวัด",
"script","สคริปต์, ภาษาเขียน",
"script-based","ใช้สคริปต์",
"scripting","การใช้สคริปต์",
"scroll","เลื่อน",
"scroll bar","แถบเลื่อน, แถบเลื่อนหน้าจอ",
"scroll mouse","เมาส์แบบล้อเลื่อน",
"scroll keeper",,
"SCSI",,"Small Computer Systems Interface"
"seal","ตราประทับ, ประทับตรา, ปิดผนึก",
"search","ค้นหา, การค้นหา",
"searchbar","แถบการค้นหา",
"search domains",,
"search filter","ตัวกรองการค้นหา",
"seascape",,
"second","ที่สอง, ลำดับที่สอง, วินาที",
"secret","ลับ",
"section","เซ็กชัน, ส่วน, กลุ่ม, แผนก, ตอน, หมวด, หัวข้อ",
"secure","ปลอดภัย, นิรภัย, ทำให้ปลอดภัย",
"security","ความปลอดภัย, ระบบความปลอดภัย","(ราชบัณฑิตยสถาน) ความมั่นคง"
"seek","ค้นหา",
"see-saw",,
"segment","เซกเมนต์, ส่วน, ตอน, ท่อน, ส่วนตัด, แยกเป็นส่วน",
"segmentation fault","segmentation fault",
"semi-automatic","กึ่งอัตโนมัติ",
"semi-block",,
"semi-bold","กึ่งหนา",
"semicolon","เครื่องหมายอัฒภาค",
"semi-transparent","กึ่งโปร่งใส",
"send","ส่ง",
"Senegal","เซเนกัล","สาธารณรัฐเซเนกัล (The Republic of Senegal)"
"sense","ประสาทสัมผัส, รับประสาทสัมผัส",
"sensitive","ไวต่อการสัมผัส, ไวต่อการกระตุ้น",
"sensitivity","ความไวต่อการสัมผัส, ความไวต่อการกระตุ้น",
"sensor","ตัวตรวจจับ",
"sent","ส่งแล้ว",
"sentbox","กล่องจดหมายส่งออก",
"sent-mail","จดหมายที่ส่งแล้ว",
"separator","ตัวแยก, ตัวคั่น, เส้นแบ่ง",
"sequence","ลำดับ",
"sequential","ตามลำดับ",
"serial","ซีเรียล, อนุกรม",
"serial number","หมายเลขอนุกรม",
"series","อนุกรม, ชุดข้อมูล, รุ่น",
"server","เซิร์ฟเวอร์",
"service","บริการ",
"session","วาระ",
"set","ตั้งค่า, ติดตั้ง",
"settings","ค่าตั้ง",
"SetUID",,
"setup","ตั้งค่า, ติดตั้ง",
"severity","ความเข้มงวด",
"sex"," เพศ",
"Seychelles","เซเชลส์","สาธารณรัฐเซเชลส์ (Republic of Seychelles)"
"SGML",,"Standard/Structured Generalized Markup Language"
"shade","เฉดสี",
"shaded",,
"shadow","เงา",
"shape","รูปทรง, รูปร่าง",
"shaped text",,
"share","แบ่งปัน, ใช้ร่วมกัน",
"shared","ให้ใช้ร่วมกัน",
"shared memory",,
"sharing","การใช้งานร่วมกัน",
"sharpness","ความแหลม, ความคม, ความคมชัด",
"shear","ตัด, เล็ม",
"sheet","แผ่นงาน",
"shell","โปรแกรมเชลล์",
"shell command","คำสั่งเชลล์",
"shield",,
"shift key",,
"shimmer","ส่องแวววาว, แสงแวววาว",
"shipping",,
"shoot","ยิง",
"short","เร็ว, สั้น",
"shortcut","ปุ่มลัด",
"show","แสดง",
"shred",,
"shrink","หด, เล็กลง",
"shuffle","สุ่ม, สับ",
"shut down","ปิดเครื่อง",
"side","ข้าง, ด้านข้าง",
"sidebar","แถบด้านข้าง",
"Sierra Leone","เซียร์ราลีโอน","สาธารณรัฐเซียร์ราลีโอน (Republic of Sierra Leone)"
"SIGABRT",,
"SIGALRM",,
"SIGCHLD",,
"SIGCONT",,
"SIGFPE",,
"SIGHUP",,
"SIGILL",,
"SIGINT",,
"SIGKILL",,
"sign","ลงนาม, เซ็นชื่อ, สัญลักษณ์",
"signal","สัญญาณ",
"signature","ลายเซ็น, ข้อความลงชื่อ","ข้อความลงชื่อท้ายเมล"
"signature block",,
"deployment",,
"implement",,
"sign on",,
"SIGPIPE",,
"SIGQUIT",,
"SIGSEGV",,
"SIGSTOP",,
"SIGTERM",,
"SIGTSTP",,
"SIGTTIN",,
"SIGTTOU",,
"SIGUSR1",,
"SIGUSR2",,
"Sikkhim","สิกขิม","ชื่อประเทศในทวีปเอเชีย"
"silver","เงิน",
"Singapore","สิงคโปร์","สาธารณรัฐสิงคโปร์ (Republic of Singapore)"
"site","ไซต์",
"skew","เอียง",
"skip","ข้าม",
"slackware",,
"slant",,
"slash",,
"slashed cross",,
"slave",,
"sleeping",,
"slice",,
"slide","ภาพนิ่ง",
"slider","สไลเดอร์, ปุ่มรางเลื่อน",
"slidescreen",,
"slideshow","การนำเสนอภาพนิ่ง",
"sling",,
"slogan","คำขวัญ, คำโฆษณา",
"slot","สล็อต, ช่องเสียบ",
"Slovakia","สโลวะเกีย","สาธารณรัฐสโลวัก (Slovak Republic)"
"Slovenia","สโลวีเนีย","ชื่อประเทศในทวีปยุโรปตะวันออก, สาธารณรัฐสโลวีเนีย (Republic of Slovenia)"
"smiley","รูปสีหน้า",
"slow terminals",,
"small-caps","ตัวพิมพ์เล็ก",
"smart",,
"smart terminal",,
"SML",,"Standard Meta Language"
"smooth","เรียบ, ราบรื่น",
"SMTP",,"Simple Mail Transfer Protocol"
"snap",,
"snapshot","การจับภาพอย่างเร็ว, ภาพที่จับได้",
"snooze",,
"society","สังคม",
"socket","ซ็อกเก็ต",
"SOCKS server",,
"soft keys",,
"software","ซอฟต์แวร์, ส่วนชุดคำสั่ง",
"solaris",,
"solid","ทึบ",
"solid line","เส้นทึบ",
"solid model",,
"Somalia","โซมาเลีย","สาธารณรัฐประชาธิปไตยโซมาเลีย (Somali Democratic Republic)"
"sonar","โซนาร์",
"sort","เรียงลำดับ, การเรียงลำดับ",
"sound","ระบบเสียง, เสียง",
"soundcard","แผ่นวงจรเสียง, การ์ดเสียง",
"source","ที่มา, แหล่งข้อมูล, ต้นกำเนิด",
"source code","ซอร์สโค้ด, ต้นฉบับโปรแกรม",
"South Africa","แอฟริกาใต้","สาธารณรัฐแอฟริกาใต้ (The Republic of South Africa)"
"space","ช่องว่าง",
"spacer",,
"spacing","การเว้นวรรค",
"Spain","สเปน","ชื่อประเทศในทวีปยุโรป, ราชอาณาจักรสเปน (Kingdom of Spain)"
"spam","สแปม",
"speaker","ลำโพง",
"special","พิเศษ",
"special character","อักขระพิเศษ",
"specified","ตามที่ระบุ, ตามที่กำหนด",
"specify","กำหนด, ระบุ",
"spectype",,
"speech","คำพูด",
"speed","ความเร็ว",
"spell","สะกดคำ",
"spellcheck","การตรวจการสะกดคำ",
"spellchecker","ตัวตรวจการสะกดคำ",
"speller",,
"spelling","การสะกดคำ",
"spike",,
"spin","ปั่น, หมุน, หมุนวน",
"spinner","เครื่องปั่น, เครื่องหมุน",
"spiral","วนเป็นวงก้นหอย, หมุดเป็นขด, วงก้นหอย",
"splashscreen",,
"splines",,
"split","แยก",
"spool","การเก็บข้อมูลชั่วคราว, ที่เก็บพัก, เก็บพัก",
"spooler",,
"spot","จุด",
"spray","สเปรย์, ฉีด, พ่น",
"spreadsheet","ตารางคำนวณ",
"spring","สปริง",
"SQL",,"Structured Query Language, ภาษาสอบถามเชิงโครงสร้าง"
"square","สี่เหลี่ยมจัตุรัส, จัตุรัส",
"Sri Lanka","ศรีลังกา","สาธารณรัฐสังคมนิยมประชาธิปไตยศรีลังกา (Democratic Socialist Republic of Sri Lanka)"
"SS",,"Stack Segment + Single Sided + Seconds"
"SSL",,"Secure Sockets Layer"
"stabilize","มั่นคง, คงที่, ทำให้มั่นคง, ทำให้คงที่",
"stack","กอง, กองซ้อน, ทับซ้อน, สแต็ก","หน่วยความจำที่มีโครงสร้างทับซ้อนกัน"
"stacked","เป็นกองซ้อน",
"stacker",,
"stalled",,
"standard","มาตรฐาน",
"standard deviation",,
"standby","สำรอง",
"start","เริ่ม",
"startup","เริ่มการทำงาน",
"state","รัฐ, สถานะ",
"statement","ถ้อยแถลง",
"static","คงที่",
"stationery","เครื่องเขียน",
"statistic","ทางสถิติ",
"status","สถานะ",
"statusbar","แถบบอกสถานะการทำงาน",
"stencils","ลายฉลุ",
"stencilsbar",,
"step","ขั้นตอน",
"step increment","การเพิ่มขึ้นทีละขั้น",
"stereo","สเตริโอ",
"stereotype",,
"sticky keys","แป้นตรึง, แป้นเหนียว",
"sticky notes",,
"stock","สต็อก",
"stock ticker",,
"stop","หยุด",
"storage","ที่เก็บข้อมูล",
"straight","ตรง",
"strange","แปลก",
"streaming","สตรีมมิง",
"stretch",,
"stretched","ปรับขนาดให้พอดี, ขยายให้พอดี",
"strikeout",,
"strikethrough","ขีดเส้นทับข้อความ",
"string","สายอักขระ, สตริง",
"strip",,
"stripchart program",,
"stripe","ลายทาง, ริ้ว, ลายแถบ",
"stroke",,
"strong","แรง, แข็งแรง",
"structure","โครงสร้าง",
"structure diagram","โครงสร้างไดอะแกรม",
"studio","สตูดิโอ",
"style","รูปแบบ, ลักษณะ",
"stylesheets",,
"stylist","นักออกแบบ",
"sub","ย่อย",
"subaddress",,
"sub-category","ประเภทย่อย, หมวดย่อย",
"subcommand","คำสั่งย่อย",
"subdatasheet",,
"sub-department","แผนกย่อย",
"subdirectory","ไดเรกทอรี่ย่อย",
"subdocument",,
"subentry","รายการย่อย",
"subfolder","โฟลเดอร์ย่อย",
"subform","ฟอร์มย่อย, รูปแบบย่อย",
"subheading","หัวเรื่องย่อย, หัวข้อย่อย",
"subject","เรื่อง",
"submenu","เมนูย่อย, รายการย่อย",
"submit","ยอมรับ",
"subnet","เครือข่ายย่อย",
"subnetwork","เครือข่ายย่อย",
"subobject","วัตถุย่อย",
"subreport","รายงานย่อย",
"subroutines","ซับรูทีน, โปรแกรมย่อยเฉพาะงาน",
"subscribe","สมัครสมาชิก, สมัครเป็นสมาชิก, บอกรับ",
"subscribed","ได้สมัครเป็นสมาชิก, ได้บอกรับ",
"subscript","ตัวห้อย",
"subset",,
"subshell support",,
"substitution",,
"substring",,
"subtask",,
"subterranean",,
"subtitle",,
"subtle",,
"subtotal",,
"subtract","ลบ, ลบออก","คำนวณด้วยการลบออก"
"subtype",,
"subweb",,
"succeed","สำเร็จ",
"success","ความสำเร็จ",
"successful","ที่สำเร็จ, ที่มีผลสำเร็จ",
"suction","การดูด",
"Sudan","ซูดาน","สาธารณรัฐซูดาน (Republic of the Sudan)"
"suggest","แนะนำ",
"suggestion","คำแนะนำ, ข้อเสนอ, การแนะนำ",
"sum","ผลรวม, จำนวนรวม",
"summarize","สรุป",
"summary","ใจความสรุป, โดยสรุป",
"widow","บรรทัดค้างท้ายย่อหน้า",
"sunken","โบ๋, ยุบตัว",
"super","ซูเปอร์",
"superscript","ตัวยก",
"superuser","ผู้ใช้อภิสิทธิ์",
"support","สนับสนุน, การสนับสนุน, การช่วยเหลือ",
"suppressed","ถูกระงับ, ถูกยับยั้ง",
"suppressions","การระงับ, การยับยั้ง",
"surface","พื้นผิว",
"Suriname","ซูรินาเม","สาธารณรัฐซูรินาเม (Republic of Suriname)"
"survey","สำรวจ",
